id,required_skills,candidate_skills,degree,years_experience,overlap,fit,probability,missing_skills,degree_encoded,skill_match_ratio,candidate_coverage,required_skill_count,skills_text
FIT0763,"Azure, CI/CD, Hadoop, Linux, Node.js, Power BI","Django, Hadoop, Java, JavaScript, Power BI, Python, REST",Bachelors,5.0,2.0,0,0.5,"Azure, CI/CD, Linux, Node.js",0.0,0.3333333333333333,0.2857142857142857,6.0,"Azure, CI/CD, Hadoop, Linux, Node.js, Power BI Django, Hadoop, Java, JavaScript, Power BI, Python, REST"
FIT0764,"Django, ETL, Git, Java, Linux, Node.js, R, React","Azure, GraphQL, Hadoop, JavaScript, Node.js, Pandas, Spark",Masters,5.9,1.0,1,0.487,"Django, ETL, Git, Java, Linux, R, React",1.0,0.125,0.14285714285714285,8.0,"Django, ETL, Git, Java, Linux, Node.js, R, React Azure, GraphQL, Hadoop, JavaScript, Node.js, Pandas, Spark"
FIT0765,"Django, Excel, GCP, Java, Power BI, REST, TensorFlow","Docker, Git, Kubernetes, Power BI, PyTorch, Python, R, Scikit-learn, TensorFlow, TypeScript",Bachelors,3.6,2.0,0,0.458,"Django, Excel, GCP, Java, REST",0.0,0.2857142857142857,0.2,7.0,"Django, Excel, GCP, Java, Power BI, REST, TensorFlow Docker, Git, Kubernetes, Power BI, PyTorch, Python, R, Scikit-learn, TensorFlow, TypeScript"
FIT0766,"CI/CD, JavaScript, Linux, Pandas, PyTorch, Python, React, Scikit-learn","Excel, REST, SQL, Spark",Bachelors,0.8,0.0,0,0.174,"CI/CD, JavaScript, Linux, Pandas, PyTorch, Python, React, Scikit-learn",0.0,0.0,0.0,8.0,"CI/CD, JavaScript, Linux, Pandas, PyTorch, Python, React, Scikit-learn Excel, REST, SQL, Spark"
FIT0767,"CI/CD, Docker, Flask, Node.js, React, TypeScript","Airflow, CI/CD, NumPy, PyTorch, Spark, TensorFlow, TypeScript",Bachelors,3.6,2.0,0,0.458,"Docker, Flask, Node.js, React",0.0,0.3333333333333333,0.2857142857142857,6.0,"CI/CD, Docker, Flask, Node.js, React, TypeScript Airflow, CI/CD, NumPy, PyTorch, Spark, TensorFlow, TypeScript"
FIT0769,"AWS, Airflow, ETL, Hadoop, JavaScript, Scikit-learn, Spark","Flask, GCP, Linux, NumPy, Pandas, PyTorch",Bachelors,5.1,0.0,1,0.303,"AWS, Airflow, ETL, Hadoop, JavaScript, Scikit-learn, Spark",0.0,0.0,0.0,7.0,"AWS, Airflow, ETL, Hadoop, JavaScript, Scikit-learn, Spark Flask, GCP, Linux, NumPy, Pandas, PyTorch"
FIT0770,"Azure, CI/CD, Flask, JavaScript, Kubernetes, Pandas, REST","Docker, ETL, Git, Java, JavaScript, Pandas, PyTorch",Masters,8.2,2.0,1,0.656,"Azure, CI/CD, Flask, Kubernetes, REST",1.0,0.2857142857142857,0.2857142857142857,7.0,"Azure, CI/CD, Flask, JavaScript, Kubernetes, Pandas, REST Docker, ETL, Git, Java, JavaScript, Pandas, PyTorch"
FIT0772,"AWS, CI/CD, GCP, Git, Kubernetes, REST, React","ETL, GraphQL, Hadoop, PyTorch",Masters,3.8,0.0,0,0.324,"AWS, CI/CD, GCP, Git, Kubernetes, REST, React",1.0,0.0,0.0,7.0,"AWS, CI/CD, GCP, Git, Kubernetes, REST, React ETL, GraphQL, Hadoop, PyTorch"
FIT0773,"AWS, CI/CD, GCP, Git, Pandas, R, SQL","Airflow, CI/CD, Excel, Flask, TypeScript",Bachelors,0.2,1.0,0,,"AWS, GCP, Git, Pandas, R, SQL",0.0,0.14285714285714285,0.2,7.0,"AWS, CI/CD, GCP, Git, Pandas, R, SQL Airflow, CI/CD, Excel, Flask, TypeScript"
FIT0774,"AWS, Airflow, NumPy, SQL, Spark","AWS, Java, NumPy, Power BI",Bachelors,4.0,2.0,0,0.47,"Airflow, SQL, Spark",0.0,0.4,0.5,5.0,"AWS, Airflow, NumPy, SQL, Spark AWS, Java, NumPy, Power BI"
FIT0775,"Azure, CI/CD, PyTorch, R, SQL, Spark, TypeScript","Azure, CI/CD, Kubernetes, NumPy, Pandas, Python, TensorFlow",Masters,3.9,2.0,0,0.527,"PyTorch, R, SQL, Spark, TypeScript",1.0,0.2857142857142857,0.2857142857142857,7.0,"Azure, CI/CD, PyTorch, R, SQL, Spark, TypeScript Azure, CI/CD, Kubernetes, NumPy, Pandas, Python, TensorFlow"
FIT0776,"AWS, Azure, ETL, Flask, Java, Node.js, Power BI, Python","Azure, CI/CD, Docker, PyTorch",Masters,2.1,1.0,0,0.373,"AWS, ETL, Flask, Java, Node.js, Power BI, Python",1.0,0.125,0.25,8.0,"AWS, Azure, ETL, Flask, Java, Node.js, Power BI, Python Azure, CI/CD, Docker, PyTorch"
FIT0777,"Airflow, CI/CD, GCP, Kubernetes, NumPy, REST, Tableau, TensorFlow","Git, Power BI, Spark, Tableau",Masters,1.8,1.0,0,0.364,"Airflow, CI/CD, GCP, Kubernetes, NumPy, REST, TensorFlow",1.0,0.125,0.25,8.0,"Airflow, CI/CD, GCP, Kubernetes, NumPy, REST, Tableau, TensorFlow Git, Power BI, Spark, Tableau"
FIT0778,"Flask, Git, GraphQL, JavaScript, Scikit-learn","Excel, Scikit-learn, Spark, TypeScript",Bachelors,5.1,1.0,1,0.403,"Flask, Git, GraphQL, JavaScript",0.0,0.2,0.25,5.0,"Flask, Git, GraphQL, JavaScript, Scikit-learn Excel, Scikit-learn, Spark, TypeScript"
,"AWS, CI/CD, Docker, ETL, Flask, Linux, Power BI","Airflow, Excel, Java, JavaScript, Power BI, Scikit-learn, TypeScript",Masters,2.6,1.0,0,0.388,"AWS, CI/CD, Docker, ETL, Flask, Linux",1.0,0.14285714285714285,0.14285714285714285,7.0,"AWS, CI/CD, Docker, ETL, Flask, Linux, Power BI Airflow, Excel, Java, JavaScript, Power BI, Scikit-learn, TypeScript"
FIT0780,"AWS, CI/CD, Django, ETL, Hadoop, Python, REST, TypeScript","Airflow, Django, Hadoop, Java, Node.js, R, REST, Spark, TensorFlow",Bachelors,1.9,3.0,1,0.507,"AWS, CI/CD, ETL, Python, TypeScript",0.0,0.375,0.3333333333333333,8.0,"AWS, CI/CD, Django, ETL, Hadoop, Python, REST, TypeScript Airflow, Django, Hadoop, Java, Node.js, R, REST, Spark, TensorFlow"
FIT0781,"CI/CD, Django, PyTorch, REST, React, Scikit-learn","Excel, Node.js, Power BI, SQL, Spark, TensorFlow",Bachelors,0.5,0.0,0,0.165,"CI/CD, Django, PyTorch, REST, React, Scikit-learn",0.0,0.0,0.0,6.0,"CI/CD, Django, PyTorch, REST, React, Scikit-learn Excel, Node.js, Power BI, SQL, Spark, TensorFlow"
FIT0782,"Airflow, ETL, Excel, GCP, R, Scikit-learn, Spark, TensorFlow","Docker, Git, NumPy, REST, Scikit-learn, Tableau, TensorFlow",Bachelors,0.0,2.0,1,0.35,"Airflow, ETL, Excel, GCP, R, Spark",0.0,0.25,0.2857142857142857,8.0,"Airflow, ETL, Excel, GCP, R, Scikit-learn, Spark, TensorFlow Docker, Git, NumPy, REST, Scikit-learn, Tableau, TensorFlow"
FIT0783,"Django, Flask, GraphQL, Python, TypeScript","Excel, GCP, GraphQL, Hadoop, Java, Kubernetes, Node.js, REST, TypeScript",Masters,1.6,2.0,1,0.458,"Django, Flask, Python",1.0,0.4,0.2222222222222222,5.0,"Django, Flask, GraphQL, Python, TypeScript Excel, GCP, GraphQL, Hadoop, Java, Kubernetes, Node.js, REST, TypeScript"
FIT0786,"Azure, Django, Hadoop, R, React, Scikit-learn, TensorFlow, TypeScript","Django, Docker, Flask, Linux, NumPy, TensorFlow, TypeScript",Masters,3.6,3.0,1,0.618,"Azure, Hadoop, R, React, Scikit-learn",1.0,0.375,0.42857142857142855,8.0,"Azure, Django, Hadoop, R, React, Scikit-learn, TensorFlow, TypeScript Django, Docker, Flask, Linux, NumPy, TensorFlow, TypeScript"
FIT0787,"CI/CD, ETL, Excel, Linux, Scikit-learn, Spark","Django, PyTorch, R, Scikit-learn, Tableau",Bachelors,1.5,1.0,0,0.295,"CI/CD, ETL, Excel, Linux, Spark",0.0,0.16666666666666666,0.2,6.0,"CI/CD, ETL, Excel, Linux, Scikit-learn, Spark Django, PyTorch, R, Scikit-learn, Tableau"
FIT0788,"Docker, Java, JavaScript, Node.js, REST, SQL, TensorFlow","Docker, Git, Hadoop, Java, Linux, Python, R, Spark",Bachelors,0.0,2.0,0,0.35,"JavaScript, Node.js, REST, SQL, TensorFlow",0.0,0.2857142857142857,0.25,7.0,"Docker, Java, JavaScript, Node.js, REST, SQL, TensorFlow Docker, Git, Hadoop, Java, Linux, Python, R, Spark"
FIT0789,"Airflow, CI/CD, GraphQL, Power BI, SQL, Scikit-learn, Spark","Airflow, Flask, Hadoop, Kubernetes, React, Spark",Masters,1.2,2.0,0,0.446,"CI/CD, GraphQL, Power BI, SQL, Scikit-learn",1.0,0.2857142857142857,0.3333333333333333,7.0,"Airflow, CI/CD, GraphQL, Power BI, SQL, Scikit-learn, Spark Airflow, Flask, Hadoop, Kubernetes, React, Spark"
FIT0790,"Azure, CI/CD, Django, JavaScript, React, Spark, TypeScript","GCP, Hadoop, Node.js, PyTorch, Spark",Masters,4.4,1.0,0,0.442,"Azure, CI/CD, Django, JavaScript, React, TypeScript",1.0,0.14285714285714285,0.2,7.0,"Azure, CI/CD, Django, JavaScript, React, Spark, TypeScript GCP, Hadoop, Node.js, PyTorch, Spark"
FIT0791,"Docker, Excel, Git, Java, JavaScript, Python, R, REST","AWS, Hadoop, Node.js, NumPy, Scikit-learn, Spark, TypeScript",Bachelors,3.0,0.0,0,0.24,"Docker, Excel, Git, Java, JavaScript, Python, R, REST",0.0,0.0,0.0,8.0,"Docker, Excel, Git, Java, JavaScript, Python, R, REST AWS, Hadoop, Node.js, NumPy, Scikit-learn, Spark, TypeScript"
FIT0792,"Django, Git, Java, NumPy, REST, SQL, Tableau","AWS, CI/CD, Excel, Kubernetes, Linux, React, Tableau, TensorFlow",Bachelors,1.5,1.0,0,0.295,"Django, Git, Java, NumPy, REST, SQL",0.0,0.14285714285714285,0.125,7.0,"Django, Git, Java, NumPy, REST, SQL, Tableau AWS, CI/CD, Excel, Kubernetes, Linux, React, Tableau, TensorFlow"
FIT0793,"Flask, Power BI, Python, REST, Tableau","Azure, CI/CD, Flask, Git, GraphQL, Linux, Node.js, NumPy, PyTorch, Tableau",Bachelors,3.3,2.0,1,0.449,"Power BI, Python, REST",0.0,0.4,0.2,5.0,"Flask, Power BI, Python, REST, Tableau Azure, CI/CD, Flask, Git, GraphQL, Linux, Node.js, NumPy, PyTorch, Tableau"
FIT0794,"Excel, Flask, Git, GraphQL, NumPy, Pandas, Python","Azure, Django, GraphQL, Linux",Bachelors,1.9,1.0,0,0.307,"Excel, Flask, Git, NumPy, Pandas, Python",0.0,0.14285714285714285,0.25,7.0,"Excel, Flask, Git, GraphQL, NumPy, Pandas, Python Azure, Django, GraphQL, Linux"
FIT0795,"CI/CD, Docker, Flask, Git, Hadoop, Java, Scikit-learn","Airflow, GraphQL, PyTorch, Python, REST, Tableau",Masters,1.7,0.0,0,0.261,"CI/CD, Docker, Flask, Git, Hadoop, Java, Scikit-learn",1.0,0.0,0.0,7.0,"CI/CD, Docker, Flask, Git, Hadoop, Java, Scikit-learn Airflow, GraphQL, PyTorch, Python, REST, Tableau"
FIT0796,"Airflow, Excel, PyTorch, REST, Spark","Git, Node.js, NumPy, Python, Tableau",Masters,4.0,0.0,0,0.33,"Airflow, Excel, PyTorch, REST, Spark",1.0,0.0,0.0,5.0,"Airflow, Excel, PyTorch, REST, Spark Git, Node.js, NumPy, Python, Tableau"
FIT0797,"CI/CD, GCP, Hadoop, JavaScript, Kubernetes, Node.js, Python, TypeScript","Django, GCP, GraphQL, Hadoop",Masters,3.6,2.0,1,0.518,"CI/CD, JavaScript, Kubernetes, Node.js, Python, TypeScript",1.0,0.25,0.5,8.0,"CI/CD, GCP, Hadoop, JavaScript, Kubernetes, Node.js, Python, TypeScript Django, GCP, GraphQL, Hadoop"
FIT0798,"ETL, GraphQL, Java, Node.js, SQL, Spark, TensorFlow","GraphQL, Kubernetes, Python, REST, React",Bachelors,3.1,1.0,0,0.343,"ETL, Java, Node.js, SQL, Spark, TensorFlow",0.0,0.14285714285714285,0.2,7.0,"ETL, GraphQL, Java, Node.js, SQL, Spark, TensorFlow GraphQL, Kubernetes, Python, REST, React"
FIT0799,"ETL, Java, JavaScript, Power BI, PyTorch, REST, Spark","Airflow, Django, ETL, GCP, Hadoop, JavaScript, Power BI, React, Scikit-learn",Bachelors,1.2,3.0,1,0.486,"Java, PyTorch, REST, Spark",0.0,0.42857142857142855,0.3333333333333333,7.0,"ETL, Java, JavaScript, Power BI, PyTorch, REST, Spark Airflow, Django, ETL, GCP, Hadoop, JavaScript, Power BI, React, Scikit-learn"
,"Airflow, CI/CD, Django, JavaScript, R, Spark","ETL, JavaScript, Linux, R, SQL",Masters,5.0,2.0,1,0.56,"Airflow, CI/CD, Django, Spark",1.0,0.3333333333333333,0.4,6.0,"Airflow, CI/CD, Django, JavaScript, R, Spark ETL, JavaScript, Linux, R, SQL"
FIT0801,"CI/CD, Django, Excel, GCP, GraphQL, Power BI, Tableau","Azure, JavaScript, Kubernetes, Power BI, R, Spark, TensorFlow",Bachelors,7.6,1.0,1,0.478,"CI/CD, Django, Excel, GCP, GraphQL, Tableau",0.0,0.14285714285714285,0.14285714285714285,7.0,"CI/CD, Django, Excel, GCP, GraphQL, Power BI, Tableau Azure, JavaScript, Kubernetes, Power BI, R, Spark, TensorFlow"
FIT0803,"NumPy, Power BI, Python, Spark, TensorFlow","Django, Docker, Git, Hadoop, Kubernetes, Linux, Node.js, Python, REST, SQL",PhD,3.1,1.0,0,0.403,"NumPy, Power BI, Spark, TensorFlow",2.0,0.2,0.1,5.0,"NumPy, Power BI, Python, Spark, TensorFlow Django, Docker, Git, Hadoop, Kubernetes, Linux, Node.js, Python, REST, SQL"
FIT0804,"Flask, GraphQL, JavaScript, NumPy, REST, TypeScript","AWS, GraphQL, JavaScript, Node.js, REST, Tableau",Masters,3.4,3.0,0,0.612,"Flask, NumPy, TypeScript",1.0,0.5,0.5,6.0,"Flask, GraphQL, JavaScript, NumPy, REST, TypeScript AWS, GraphQL, JavaScript, Node.js, REST, Tableau"
FIT0805,"ETL, GraphQL, NumPy, R, React, Tableau","Azure, CI/CD, Docker, Pandas, Power BI, Python, Spark",Masters,4.8,0.0,1,0.354,"ETL, GraphQL, NumPy, R, React, Tableau",1.0,0.0,0.0,6.0,"ETL, GraphQL, NumPy, R, React, Tableau Azure, CI/CD, Docker, Pandas, Power BI, Python, Spark"
FIT0806,"GCP, Git, Hadoop, Node.js, PyTorch, Tableau","CI/CD, Docker, Git, Kubernetes, Spark",Bachelors,3.5,1.0,0,0.328,"GCP, Hadoop, Node.js, PyTorch, Tableau",0.0,0.16666666666666666,0.2,6.0,"GCP, Git, Hadoop, Node.js, PyTorch, Tableau CI/CD, Docker, Git, Kubernetes, Spark"
FIT0807,"Git, Linux, Power BI, Python, React, SQL","Azure, Git, Java, Linux, Node.js, R",PhD,5.5,2.0,1,0.575,"Power BI, Python, React, SQL",2.0,0.3333333333333333,0.3333333333333333,6.0,"Git, Linux, Power BI, Python, React, SQL Azure, Git, Java, Linux, Node.js, R"
FIT0808,"Hadoop, JavaScript, Node.js, PyTorch, React","GCP, JavaScript, Kubernetes, React, TypeScript",Masters,2.1,2.0,0,0.473,"Hadoop, Node.js, PyTorch",1.0,0.4,0.4,5.0,"Hadoop, JavaScript, Node.js, PyTorch, React GCP, JavaScript, Kubernetes, React, TypeScript"
FIT0809,"ETL, Kubernetes, REST, SQL, Spark","CI/CD, Docker, Flask, Hadoop, REST, React, Tableau",Bachelors,2.7,1.0,0,0.331,"ETL, Kubernetes, SQL, Spark",0.0,0.2,0.14285714285714285,5.0,"ETL, Kubernetes, REST, SQL, Spark CI/CD, Docker, Flask, Hadoop, REST, React, Tableau"
FIT0810,"Excel, Flask, GCP, Kubernetes, Python","Airflow, Excel, GCP, NumPy, REST, SQL, Spark, TensorFlow",Bachelors,6.1,2.0,0,0.533,"Flask, Kubernetes, Python",0.0,0.4,0.25,5.0,"Excel, Flask, GCP, Kubernetes, Python Airflow, Excel, GCP, NumPy, REST, SQL, Spark, TensorFlow"
FIT0811,"Azure, GraphQL, JavaScript, Kubernetes, React, TypeScript","AWS, Airflow, Django, Hadoop, Java, JavaScript, Power BI, PyTorch, Python",Bachelors,3.9,1.0,0,0.367,"Azure, GraphQL, Kubernetes, React, TypeScript",0.0,0.16666666666666666,0.1111111111111111,6.0,"Azure, GraphQL, JavaScript, Kubernetes, React, TypeScript AWS, Airflow, Django, Hadoop, Java, JavaScript, Power BI, PyTorch, Python"
,"Azure, Java, Pandas, PyTorch, Scikit-learn","Airflow, GCP, GraphQL, Linux, Python, React, Spark",PhD,1.0,0.0,0,0.24,"Azure, Java, Pandas, PyTorch, Scikit-learn",2.0,0.0,0.0,5.0,"Azure, Java, Pandas, PyTorch, Scikit-learn Airflow, GCP, GraphQL, Linux, Python, React, Spark"
FIT0813,"Flask, GCP, Hadoop, Linux, Node.js, Scikit-learn, TensorFlow","Azure, Django, Java, Kubernetes, Python",Bachelors,0.0,0.0,0,0.15,"Flask, GCP, Hadoop, Linux, Node.js, Scikit-learn, TensorFlow",0.0,0.0,0.0,7.0,"Flask, GCP, Hadoop, Linux, Node.js, Scikit-learn, TensorFlow Azure, Django, Java, Kubernetes, Python"
FIT0814,"Hadoop, JavaScript, REST, React, Scikit-learn, Tableau","Azure, Django, Git, GraphQL, Hadoop, Java, Power BI, React, SQL, Scikit-learn",No Degree,2.9,3.0,0,0.537,"JavaScript, REST, Tableau",0.0,0.5,0.3,6.0,"Hadoop, JavaScript, REST, React, Scikit-learn, Tableau Azure, Django, Git, GraphQL, Hadoop, Java, Power BI, React, SQL, Scikit-learn"
FIT0815,"AWS, Excel, JavaScript, Power BI, Scikit-learn, Tableau, TensorFlow","GraphQL, Linux, PyTorch, Python, REST, React, SQL",Masters,0.6,0.0,0,0.228,"AWS, Excel, JavaScript, Power BI, Scikit-learn, Tableau, TensorFlow",1.0,0.0,0.0,7.0,"AWS, Excel, JavaScript, Power BI, Scikit-learn, Tableau, TensorFlow GraphQL, Linux, PyTorch, Python, REST, React, SQL"
FIT0816,"Docker, GCP, Linux, NumPy, SQL, Spark","CI/CD, Docker, ETL, Flask, Linux, PyTorch",Bachelors,0.4,2.0,1,0.362,"GCP, NumPy, SQL, Spark",0.0,0.3333333333333333,0.3333333333333333,6.0,"Docker, GCP, Linux, NumPy, SQL, Spark CI/CD, Docker, ETL, Flask, Linux, PyTorch"
FIT0817,"Excel, GCP, Linux, Node.js, Scikit-learn, Tableau","Django, ETL, Kubernetes, PyTorch",Bachelors,5.2,0.0,1,0.306,"Excel, GCP, Linux, Node.js, Scikit-learn, Tableau",0.0,0.0,0.0,6.0,"Excel, GCP, Linux, Node.js, Scikit-learn, Tableau Django, ETL, Kubernetes, PyTorch"
FIT0818,"Django, GCP, Hadoop, Python, React, SQL","Airflow, Azure, Excel, PyTorch, R, Spark, Tableau",Masters,3.1,0.0,1,0.303,"Django, GCP, Hadoop, Python, React, SQL",1.0,0.0,0.0,6.0,"Django, GCP, Hadoop, Python, React, SQL Airflow, Azure, Excel, PyTorch, R, Spark, Tableau"
FIT0819,"AWS, Azure, Linux, NumPy, SQL, Tableau","Azure, CI/CD, Django, ETL, Flask, Power BI, Spark",PhD,6.1,1.0,1,0.493,"AWS, Linux, NumPy, SQL, Tableau",2.0,0.16666666666666666,0.14285714285714285,6.0,"AWS, Azure, Linux, NumPy, SQL, Tableau Azure, CI/CD, Django, ETL, Flask, Power BI, Spark"
FIT0820,"Airflow, Linux, Pandas, REST, SQL, Tableau, TypeScript","Airflow, ETL, JavaScript, Kubernetes, Power BI, PyTorch, Tableau, TensorFlow",Masters,2.5,2.0,0,0.485,,1.0,0.2857142857142857,0.25,7.0,"Airflow, Linux, Pandas, REST, SQL, Tableau, TypeScript Airflow, ETL, JavaScript, Kubernetes, Power BI, PyTorch, Tableau, TensorFlow"
FIT0821,"Django, Excel, Hadoop, Linux, TensorFlow","Airflow, Azure, Django, Git, Kubernetes, R, SQL, TensorFlow",PhD,5.3,2.0,1,0.569,"Excel, Hadoop, Linux",2.0,0.4,0.25,5.0,"Django, Excel, Hadoop, Linux, TensorFlow Airflow, Azure, Django, Git, Kubernetes, R, SQL, TensorFlow"
FIT0822,"Docker, ETL, Excel, Flask, NumPy, REST, Scikit-learn","Azure, ETL, JavaScript, REST, React, SQL",Bachelors,0.5,2.0,1,0.365,"Docker, Excel, Flask, NumPy, Scikit-learn",0.0,0.2857142857142857,0.3333333333333333,7.0,"Docker, ETL, Excel, Flask, NumPy, REST, Scikit-learn Azure, ETL, JavaScript, REST, React, SQL"
FIT0823,"AWS, ETL, GCP, Git, GraphQL","Airflow, ETL, Flask, GCP, Git, GraphQL, Kubernetes, Node.js, R, Scikit-learn",Bachelors,3.5,4.0,1,0.625,AWS,0.0,0.8,0.4,5.0,"AWS, ETL, GCP, Git, GraphQL Airflow, ETL, Flask, GCP, Git, GraphQL, Kubernetes, Node.js, R, Scikit-learn"
FIT0824,"Git, JavaScript, Kubernetes, Linux, NumPy, Power BI, Tableau, TypeScript","AWS, Airflow, CI/CD, Django, Docker, Power BI, Scikit-learn, Tableau, TypeScript",Masters,6.7,3.0,1,0.711,"Git, JavaScript, Kubernetes, Linux, NumPy",1.0,0.375,0.3333333333333333,8.0,"Git, JavaScript, Kubernetes, Linux, NumPy, Power BI, Tableau, TypeScript AWS, Airflow, CI/CD, Django, Docker, Power BI, Scikit-learn, Tableau, TypeScript"
FIT0825,"Airflow, Java, Kubernetes, Power BI, Python, React, TensorFlow","Airflow, Docker, Node.js, NumPy, Python, R, REST, React",Bachelors,1.2,3.0,0,0.486,"Java, Kubernetes, Power BI, TensorFlow",0.0,0.42857142857142855,0.375,7.0,"Airflow, Java, Kubernetes, Power BI, Python, React, TensorFlow Airflow, Docker, Node.js, NumPy, Python, R, REST, React"
FIT0826,"AWS, CI/CD, Django, ETL, GraphQL","Flask, GCP, GraphQL, Kubernetes, Linux, REST",Bachelors,0.1,1.0,1,0.253,"AWS, CI/CD, Django, ETL",0.0,0.2,0.16666666666666666,5.0,"AWS, CI/CD, Django, ETL, GraphQL Flask, GCP, GraphQL, Kubernetes, Linux, REST"
FIT0827,"Django, Docker, Flask, Node.js, SQL, Spark","AWS, Airflow, Azure, Java, Kubernetes, PyTorch, React",Bachelors,2.5,0.0,0,0.225,"Django, Docker, Flask, Node.js, SQL, Spark",0.0,0.0,0.0,6.0,"Django, Docker, Flask, Node.js, SQL, Spark AWS, Airflow, Azure, Java, Kubernetes, PyTorch, React"
FIT0828,"CI/CD, ETL, GraphQL, NumPy, Pandas, Python, REST","ETL, Power BI, Python, R, Spark",Bachelors,7.8,2.0,1,0.584,"CI/CD, GraphQL, NumPy, Pandas, REST",0.0,0.2857142857142857,0.4,7.0,"CI/CD, ETL, GraphQL, NumPy, Pandas, Python, REST ETL, Power BI, Python, R, Spark"
FIT0829,"Airflow, CI/CD, Linux, Power BI, PyTorch","Flask, Git, GraphQL, Linux, NumPy, PyTorch",Bachelors,3.0,2.0,1,0.44,"Airflow, CI/CD, Power BI",0.0,0.4,0.3333333333333333,5.0,"Airflow, CI/CD, Linux, Power BI, PyTorch Flask, Git, GraphQL, Linux, NumPy, PyTorch"
FIT0830,"AWS, CI/CD, Java, Power BI, Tableau","AWS, GCP, Kubernetes, Linux, PyTorch, Python, Spark",Bachelors,4.2,1.0,1,0.376,"CI/CD, Java, Power BI, Tableau",0.0,0.2,0.14285714285714285,5.0,"AWS, CI/CD, Java, Power BI, Tableau AWS, GCP, Kubernetes, Linux, PyTorch, Python, Spark"
FIT0831,"GCP, Hadoop, JavaScript, Linux, Node.js, REST",,Bachelors,6.6,2.0,1,0.548,"GCP, Linux, Node.js, REST",0.0,0.0,0.0,6.0,"GCP, Hadoop, JavaScript, Linux, Node.js, REST "
FIT0832,"Docker, NumPy, REST, SQL, Scikit-learn, Spark, Tableau, TypeScript","Airflow, CI/CD, Docker, GraphQL, Kubernetes, REST, React, SQL, Spark",Masters,1.9,4.0,1,0.667,"NumPy, Scikit-learn, Tableau, TypeScript",1.0,0.5,0.4444444444444444,8.0,"Docker, NumPy, REST, SQL, Scikit-learn, Spark, Tableau, TypeScript Airflow, CI/CD, Docker, GraphQL, Kubernetes, REST, React, SQL, Spark"
FIT0833,"Azure, Django, ETL, Excel, JavaScript, Kubernetes, NumPy, R","Airflow, GCP, Java, SQL, TensorFlow",Bachelors,0.9,0.0,0,0.177,"Azure, Django, ETL, Excel, JavaScript, Kubernetes, NumPy, R",0.0,0.0,0.0,8.0,"Azure, Django, ETL, Excel, JavaScript, Kubernetes, NumPy, R Airflow, GCP, Java, SQL, TensorFlow"
FIT0834,"Docker, Flask, Linux, Power BI, Python, Spark","AWS, GCP, GraphQL, Hadoop, NumPy, Python, Scikit-learn, TensorFlow",Bachelors,2.9,1.0,0,,"Docker, Flask, Linux, Power BI, Spark",0.0,0.16666666666666666,0.125,6.0,"Docker, Flask, Linux, Power BI, Python, Spark AWS, GCP, GraphQL, Hadoop, NumPy, Python, Scikit-learn, TensorFlow"
FIT0835,"Airflow, Excel, GCP, GraphQL, Node.js, Python, R, Spark","Airflow, ETL, Git, Linux, Node.js, REST",Masters,2.1,2.0,0,0.473,"Excel, GCP, GraphQL, Python, R, Spark",1.0,0.25,0.3333333333333333,8.0,"Airflow, Excel, GCP, GraphQL, Node.js, Python, R, Spark Airflow, ETL, Git, Linux, Node.js, REST"
FIT0836,"Airflow, Node.js, NumPy, REST, TensorFlow","AWS, Azure, Java, Linux, PyTorch, SQL, TensorFlow",Bachelors,4.9,1.0,0,0.397,"Airflow, Node.js, NumPy, REST",0.0,0.2,0.14285714285714285,5.0,"Airflow, Node.js, NumPy, REST, TensorFlow AWS, Azure, Java, Linux, PyTorch, SQL, TensorFlow"
fit0837,"aws, azure, git, graphql, kubernetes, rest","airflow, docker, pandas, power bi, r, typescript",bachelors,0.0,0.0,0,0.15,"aws, azure, git, graphql, kubernetes, rest",0.0,0.0,0.0,6.0,"aws, azure, git, graphql, kubernetes, rest airflow, docker, pandas, power bi, r, typescript"
FIT0838,"Hadoop, Pandas, Python, Tableau, TensorFlow","CI/CD, ETL, Flask, Hadoop, Power BI, Python, React, Scikit-learn, Spark",Bachelors,3.9,2.0,1,0.467,"Pandas, Tableau, TensorFlow",0.0,0.4,0.2222222222222222,5.0,"Hadoop, Pandas, Python, Tableau, TensorFlow CI/CD, ETL, Flask, Hadoop, Power BI, Python, React, Scikit-learn, Spark"
FIT0839,"Azure, Flask, GCP, Git, Spark, Tableau, TensorFlow","AWS, Kubernetes, Power BI, R",PhD,3.8,0.0,0,0.324,"Azure, Flask, GCP, Git, Spark, Tableau, TensorFlow",2.0,0.0,0.0,7.0,"Azure, Flask, GCP, Git, Spark, Tableau, TensorFlow AWS, Kubernetes, Power BI, R"
FIT0840,"Django, Flask, Python, React, Tableau","AWS, Azure, Flask, GCP, Linux, Python",Bachelors,3.7,2.0,0,0.461,"Django, React, Tableau",0.0,0.4,0.3333333333333333,5.0,"Django, Flask, Python, React, Tableau AWS, Azure, Flask, GCP, Linux, Python"
